id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3,summary
65,2008,Jaipur,2008-04-21,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,normal,0,Rajasthan Royals,0,6,SR Watson,Sawai Mansingh Stadium,Aleem Dar,RB Tiffin,,the city of Jaipur was the host for match. the venue for this match was Sawai Mansingh Stadium. the toss was won by Kings XI Punjab and they chose to bat. the match was won by Rajasthan Royals. the team won with 6 wickets to spare. the man of the match was SR Watson. 
66,2008,Hyderabad,2008-04-22,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,0,Delhi Daredevils,0,9,V Sehwag,"Rajiv Gandhi International Stadium, Uppal",IL Howell,AM Saheba,,"the match was played in the city of Hyderabad. the venue for this match was Rajiv Gandhi International Stadium, Uppal. Deccan Chargers decided to bat after winning the toss. Delhi Daredevils emerged victorious. the team won with 9 wickets to spare. the man of the match was V Sehwag. "
67,2008,Chennai,2008-04-23,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Chennai Super Kings,6,0,ML Hayden,"MA Chidambaram Stadium, Chepauk",DJ Harper,GA Pratapkumar,,"the city of Chennai was the host for match. the match took place inside MA Chidambaram Stadium, Chepauk. the toss was won by Mumbai Indians and they chose to field. Chennai Super Kings emerged victorious. the team won by 6 runs. the man of the match was ML Hayden. "
68,2008,Hyderabad,2008-04-24,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,YK Pathan,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,MR Benson,,"the match was played in the city of Hyderabad. the venue for this match was Rajiv Gandhi International Stadium, Uppal. the toss was won by Rajasthan Royals and they chose to field. the match was won by Rajasthan Royals. the team won with 3 wickets to spare. YK Pathan took home the man of the match. "
69,2008,Chandigarh,2008-04-25,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Kings XI Punjab,66,0,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali",Aleem Dar,AM Saheba,,"the city of Chandigarh was the host for match. the match took place inside Punjab Cricket Association Stadium, Mohali. Mumbai Indians decided to field after winning the toss. the match was won by Kings XI Punjab. the team won by 66 runs. KC Sangakkara took home the man of the match. "
70,2008,Bangalore,2008-04-26,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,SR Watson,M Chinnaswamy Stadium,MR Benson,IL Howell,,the match was played in the city of Bangalore. the match took place inside M Chinnaswamy Stadium. Rajasthan Royals decided to field after winning the toss. the match was won by Rajasthan Royals. the team won with 7 wickets to spare. SR Watson took home the man of the match. 
71,2008,Chennai,2008-04-26,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,0,Chennai Super Kings,0,9,JDP Oram,"MA Chidambaram Stadium, Chepauk",BF Bowden,AV Jayaprakash,,"the match was played in the city of Chennai. the match took place inside MA Chidambaram Stadium, Chepauk. Kolkata Knight Riders decided to bat after winning the toss. the match was won by Chennai Super Kings. the team won with 9 wickets to spare. JDP Oram took home the man of the match. "
72,2008,Mumbai,2008-04-27,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0,10,AC Gilchrist,Dr DY Patil Sports Academy,Asad Rauf,SL Shastri,,the city of Mumbai was the host for match. the venue for this match was Dr DY Patil Sports Academy. the toss was won by Deccan Chargers and they chose to field. the match was won by Deccan Chargers. the team won with 10 wickets to spare. the man of the match was AC Gilchrist. 
73,2008,Chandigarh,2008-04-27,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,normal,0,Kings XI Punjab,0,4,SM Katich,"Punjab Cricket Association Stadium, Mohali",RE Koertzen,I Shivram,,"the match was played in the city of Chandigarh. the match took place inside Punjab Cricket Association Stadium, Mohali. the toss was won by Delhi Daredevils and they chose to bat. the match was won by Kings XI Punjab. the team won with 4 wickets to spare. the man of the match was SM Katich. "
74,2008,Bangalore,2008-04-28,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Chennai Super Kings,13,0,MS Dhoni,M Chinnaswamy Stadium,BR Doctrove,RB Tiffin,,the city of Bangalore was the host for match. the match took place inside M Chinnaswamy Stadium. Chennai Super Kings decided to bat after winning the toss. Chennai Super Kings emerged victorious. the team won by 13 runs. the man of the match was MS Dhoni. 
75,2008,Kolkata,2008-04-29,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,0,Mumbai Indians,0,7,ST Jayasuriya,Eden Gardens,BF Bowden,AV Jayaprakash,,the city of Kolkata was the host for match. the match took place inside Eden Gardens. the toss was won by Kolkata Knight Riders and they chose to bat. Mumbai Indians emerged victorious. the team won with 7 wickets to spare. the man of the match was ST Jayasuriya. 
76,2008,Delhi,2008-04-30,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Delhi Daredevils,10,0,GD McGrath,Feroz Shah Kotla,Aleem Dar,I Shivram,,the match was played in the city of Delhi. the match took place inside Feroz Shah Kotla. Royal Challengers Bangalore decided to field after winning the toss. the match was won by Delhi Daredevils. the team won by 10 runs. the man of the match was GD McGrath. 
77,2008,Hyderabad,2008-05-01,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,7,SE Marsh,"Rajiv Gandhi International Stadium, Uppal",BR Doctrove,RB Tiffin,,"the match was played in the city of Hyderabad. the venue for this match was Rajiv Gandhi International Stadium, Uppal. the toss was won by Kings XI Punjab and they chose to field. the match was won by Kings XI Punjab. the team won with 7 wickets to spare. SE Marsh took home the man of the match. "
78,2008,Jaipur,2008-05-01,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Rajasthan Royals,45,0,SA Asnodkar,Sawai Mansingh Stadium,RE Koertzen,GA Pratapkumar,,the match was played in the city of Jaipur. the match took place inside Sawai Mansingh Stadium. the toss was won by Rajasthan Royals and they chose to bat. Rajasthan Royals emerged victorious. the team won by 45 runs. the man of the match was SA Asnodkar. 
79,2008,Chennai,2008-05-02,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,0,Delhi Daredevils,0,8,V Sehwag,"MA Chidambaram Stadium, Chepauk",BF Bowden,K Hariharan,,"the match was played in the city of Chennai. the match took place inside MA Chidambaram Stadium, Chepauk. the toss was won by Chennai Super Kings and they chose to bat. the match was won by Delhi Daredevils. the team won with 8 wickets to spare. the man of the match was V Sehwag. "
80,2008,Hyderabad,2008-05-25,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,normal,0,Royal Challengers Bangalore,0,5,R Vinay Kumar,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,RE Koertzen,,"the city of Hyderabad was the host for match. the match took place inside Rajiv Gandhi International Stadium, Uppal. Deccan Chargers decided to bat after winning the toss. Royal Challengers Bangalore emerged victorious. the team won with 5 wickets to spare. R Vinay Kumar took home the man of the match. "
81,2008,Chandigarh,2008-05-03,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,0,Kings XI Punjab,9,0,IK Pathan,"Punjab Cricket Association Stadium, Mohali",DJ Harper,I Shivram,,"the city of Chandigarh was the host for match. the match took place inside Punjab Cricket Association Stadium, Mohali. the toss was won by Kings XI Punjab and they chose to bat. the match was won by Kings XI Punjab. the team won by 9 runs. IK Pathan took home the man of the match. "
82,2008,Mumbai,2008-05-04,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Mumbai Indians,29,0,SM Pollock,Dr DY Patil Sports Academy,IL Howell,RE Koertzen,,the match was played in the city of Mumbai. the venue for this match was Dr DY Patil Sports Academy. the toss was won by Delhi Daredevils and they chose to field. the match was won by Mumbai Indians. the team won by 29 runs. SM Pollock took home the man of the match. 
83,2008,Jaipur,2008-05-04,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Rajasthan Royals,0,8,Sohail Tanvir,Sawai Mansingh Stadium,Asad Rauf,AV Jayaprakash,,the match was played in the city of Jaipur. the match took place inside Sawai Mansingh Stadium. the toss was won by Chennai Super Kings and they chose to bat. Rajasthan Royals emerged victorious. the team won with 8 wickets to spare. Sohail Tanvir took home the man of the match. 
84,2008,Bangalore,2008-05-05,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,S Sreesanth,M Chinnaswamy Stadium,SJ Davis,BR Doctrove,,the city of Bangalore was the host for match. the match took place inside M Chinnaswamy Stadium. Kings XI Punjab decided to field after winning the toss. the match was won by Kings XI Punjab. the team won with 6 wickets to spare. S Sreesanth took home the man of the match. 
85,2008,Chennai,2008-05-06,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0,7,AC Gilchrist,"MA Chidambaram Stadium, Chepauk",MR Benson,RB Tiffin,,"the city of Chennai was the host for match. the venue for this match was MA Chidambaram Stadium, Chepauk. Deccan Chargers decided to field after winning the toss. the match was won by Deccan Chargers. the team won with 7 wickets to spare. AC Gilchrist took home the man of the match. "
86,2008,Mumbai,2008-05-07,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,7,A Nehra,Dr DY Patil Sports Academy,DJ Harper,RE Koertzen,,the match was played in the city of Mumbai. the match took place inside Dr DY Patil Sports Academy. Mumbai Indians decided to field after winning the toss. the match was won by Mumbai Indians. the team won with 7 wickets to spare. A Nehra took home the man of the match. 
87,2008,Delhi,2008-05-08,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,4,MS Dhoni,Feroz Shah Kotla,Aleem Dar,RB Tiffin,,the match was played in the city of Delhi. the venue for this match was Feroz Shah Kotla. the toss was won by Chennai Super Kings and they chose to field. the match was won by Chennai Super Kings. the team won with 4 wickets to spare. MS Dhoni took home the man of the match. 
88,2008,Kolkata,2008-05-08,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,5,0,SC Ganguly,Eden Gardens,Asad Rauf,IL Howell,,the match was played in the city of Kolkata. the venue for this match was Eden Gardens. the toss was won by Kolkata Knight Riders and they chose to bat. the match was won by Kolkata Knight Riders. the team won by 5 runs. the man of the match was SC Ganguly. 
89,2008,Jaipur,2008-05-09,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,8,YK Pathan,Sawai Mansingh Stadium,MR Benson,AM Saheba,,the city of Jaipur was the host for match. the match took place inside Sawai Mansingh Stadium. the toss was won by Rajasthan Royals and they chose to field. Rajasthan Royals emerged victorious. the team won with 8 wickets to spare. the man of the match was YK Pathan. 
90,2008,Bangalore,2008-05-28,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,9,CRD Fernando,M Chinnaswamy Stadium,BF Bowden,AV Jayaprakash,,the city of Bangalore was the host for match. the venue for this match was M Chinnaswamy Stadium. the toss was won by Mumbai Indians and they chose to field. Mumbai Indians emerged victorious. the team won with 9 wickets to spare. CRD Fernando took home the man of the match. 
91,2008,Chennai,2008-05-10,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,normal,0,Chennai Super Kings,18,0,L Balaji,"MA Chidambaram Stadium, Chepauk",AV Jayaprakash,BG Jerling,,"the match was played in the city of Chennai. the match took place inside MA Chidambaram Stadium, Chepauk. the toss was won by Kings XI Punjab and they chose to field. the match was won by Chennai Super Kings. the team won by 18 runs. the man of the match was L Balaji. "
92,2008,Hyderabad,2008-05-11,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,23,0,SC Ganguly,"Rajiv Gandhi International Stadium, Uppal",IL Howell,AM Saheba,,"the match was played in the city of Hyderabad. the match took place inside Rajiv Gandhi International Stadium, Uppal. Kolkata Knight Riders decided to bat after winning the toss. Kolkata Knight Riders emerged victorious. the team won by 23 runs. the man of the match was SC Ganguly. "
93,2008,Jaipur,2008-05-11,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,SR Watson,Sawai Mansingh Stadium,SJ Davis,RE Koertzen,,the city of Jaipur was the host for match. the match took place inside Sawai Mansingh Stadium. Rajasthan Royals decided to field after winning the toss. the match was won by Rajasthan Royals. the team won with 3 wickets to spare. SR Watson took home the man of the match. 
94,2008,Chandigarh,2008-05-12,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,normal,0,Kings XI Punjab,0,9,SE Marsh,"Punjab Cricket Association Stadium, Mohali",BR Doctrove,I Shivram,,"the city of Chandigarh was the host for match. the venue for this match was Punjab Cricket Association Stadium, Mohali. Royal Challengers Bangalore decided to bat after winning the toss. the match was won by Kings XI Punjab. the team won with 9 wickets to spare. SE Marsh took home the man of the match. "
95,2008,Kolkata,2008-05-13,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,23,0,Shoaib Akhtar,Eden Gardens,Asad Rauf,IL Howell,,the city of Kolkata was the host for match. the venue for this match was Eden Gardens. Kolkata Knight Riders decided to bat after winning the toss. the match was won by Kolkata Knight Riders. the team won by 23 runs. the man of the match was Shoaib Akhtar. 
96,2008,Mumbai,2008-05-14,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,9,ST Jayasuriya,Wankhede Stadium,BR Doctrove,AM Saheba,,the match was played in the city of Mumbai. the venue for this match was Wankhede Stadium. Mumbai Indians decided to field after winning the toss. the match was won by Mumbai Indians. the team won with 9 wickets to spare. the man of the match was ST Jayasuriya. 
97,2008,Chandigarh,2008-05-28,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kings XI Punjab,41,0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",SJ Davis,K Hariharan,,"the city of Chandigarh was the host for match. the match took place inside Punjab Cricket Association Stadium, Mohali. Rajasthan Royals decided to field after winning the toss. Kings XI Punjab emerged victorious. the team won by 41 runs. SE Marsh took home the man of the match. "
98,2008,Delhi,2008-05-15,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,normal,0,Delhi Daredevils,12,0,A Mishra,Feroz Shah Kotla,BG Jerling,GA Pratapkumar,,the city of Delhi was the host for match. the match took place inside Feroz Shah Kotla. Deccan Chargers decided to field after winning the toss. the match was won by Delhi Daredevils. the team won by 12 runs. A Mishra took home the man of the match. 
